Crate Id,Crate Name,Crate Version,Homepage,Documentation,Repository
267,darling_macro,v0.13.1, , ,https://github.com/TedDriggs/darling
268,darling_core,v0.13.1, , ,https://github.com/TedDriggs/darling
269,darling,v0.13.1, ,https://docs.rs/darling/0.13.1,https://github.com/TedDriggs/darling
270,webpki-roots,v0.22.2,https://github.com/rustls/webpki-roots, ,https://github.com/rustls/webpki-roots
271,phf_generator,v0.10.0, , ,https://github.com/sfackler/rust-phf
272,tokio-rustls,v0.23.2,https://github.com/tokio-rs/tls,https://docs.rs/tokio-rustls,https://github.com/tokio-rs/tls
273,hostname,v0.3.1, , ,https://github.com/svartalf/hostname
274,tokio-reactor,v0.1.12,https://tokio.rs/,https://docs.rs/tokio-reactor/0.1.12/tokio_reactor,https://github.com/tokio-rs/tokio
275,time-macros,v0.2.3, , ,https://github.com/time-rs/time
276,vcpkg,v0.2.15, ,https://docs.rs/vcpkg,https://github.com/mcgoo/vcpkg-rs
277,tracing-subscriber,v0.3.5,https://tokio.rs/, ,https://github.com/tokio-rs/tracing
278,rustc-hash,v1.1.0, , ,https://github.com/rust-lang-nursery/rustc-hash
279,owning_ref,v0.4.1, ,http://kimundi.github.io/owning-ref-rs/owning_ref/index.html,https://github.com/Kimundi/owning-ref-rs
280,strum_macros,v0.23.1,https://github.com/Peternator7/strum,https://docs.rs/strum,https://github.com/Peternator7/strum
281,tokio-threadpool,v0.1.18,https://github.com/tokio-rs/tokio,https://docs.rs/tokio-threadpool/0.1.18/tokio_threadpool,https://github.com/tokio-rs/tokio
282,constant_time_eq,v0.1.5, ,https://docs.rs/constant_time_eq,https://github.com/cesarb/constant_time_eq
283,xml-rs,v0.8.4, ,http://docs.rs/xml-rs/,https://github.com/netvl/xml-rs
284,bit-vec,v0.6.3,https://github.com/contain-rs/bit-vec,https://contain-rs.github.io/bit-vec/bit_vec,https://github.com/contain-rs/bit-vec
285,strum,v0.23.0,https://github.com/Peternator7/strum,https://docs.rs/strum,https://github.com/Peternator7/strum
286,crossbeam,v0.8.1,https://github.com/crossbeam-rs/crossbeam,https://docs.rs/crossbeam,https://github.com/crossbeam-rs/crossbeam
287,tokio-tcp,v0.1.4,https://tokio.rs/,https://docs.rs/tokio-tcp/0.1.4/tokio_tcp,https://github.com/tokio-rs/tokio
288,cpuid-bool,v0.99.99, , ,https://github.com/RustCrypto/utils/tree/master/cpufeatures
289,ordered-float,v2.10.0, , ,https://github.com/reem/rust-ordered-float
290,standback,v0.4.0, , ,https://github.com/jhpratt/standback
291,time-macros-impl,v0.1.2, , ,https://github.com/time-rs/time
292,schannel,v0.1.19, ,https://docs.rs/schannel/0/x86_64-pc-windows-gnu/schannel/,https://github.com/steffengy/schannel-rs
293,language-tags,v0.3.2, , ,https://github.com/pyfisch/rust-language-tags
294,sha1,v0.6.0, , ,https://github.com/mitsuhiko/rust-sha1
295,gcc,v0.3.55, ,https://docs.rs/gcc,https://github.com/alexcrichton/gcc-rs
296,cpufeatures,v0.2.1, ,https://docs.rs/cpufeatures,https://github.com/RustCrypto/utils
297,tokio-current-thread,v0.1.7,https://github.com/tokio-rs/tokio,https://docs.rs/tokio-current-thread/0.1.7/tokio_current_thread,https://github.com/tokio-rs/tokio
298,proc-macro-crate,v1.1.0, ,https://docs.rs/proc-macro-crate,https://github.com/bkchr/proc-macro-crate
299,bindgen,v0.59.2,https://rust-lang.github.io/rust-bindgen/,https://docs.rs/bindgen,https://github.com/rust-lang/rust-bindgen
300,sharded-slab,v0.1.4,https://github.com/hawkw/sharded-slab,https://docs.rs/sharded-slab/0.1.4/sharded_slab,https://github.com/hawkw/sharded-slab
301,winreg,v0.10.1, ,https://docs.rs/winreg,https://github.com/gentoo90/winreg-rs
302,ident_case,v1.0.1, ,https://docs.rs/ident_case/1.0.1,https://github.com/TedDriggs/ident_case
303,console,v0.15.0,https://github.com/mitsuhiko/console,https://docs.rs/console,https://github.com/mitsuhiko/console
304,tokio-sync,v0.1.8,https://tokio.rs/,https://docs.rs/tokio-sync/0.1.8/tokio_sync,https://github.com/tokio-rs/tokio
305,half,v1.8.2, , ,https://github.com/starkat99/half-rs
306,security-framework,v2.4.2,https://lib.rs/crates/security_framework,https://docs.rs/security_framework,https://github.com/kornelski/rust-security-framework
307,signal-hook,v0.3.13, ,https://docs.rs/signal-hook,https://github.com/vorner/signal-hook
308,wasm-bindgen-futures,v0.4.28,https://rustwasm.github.io/wasm-bindgen/,https://docs.rs/wasm-bindgen-futures,https://github.com/rustwasm/wasm-bindgen/tree/master/crates/futures
309,derivative,v2.2.0, ,https://mcarton.github.io/rust-derivative/,https://github.com/mcarton/rust-derivative
310,security-framework-sys,v2.4.2,https://lib.rs/crates/security-framework-sys,https://kornelski.github.io/rust-security-framework/doc/security_framework_sys,https://github.com/kornelski/rust-security-framework
311,phf_codegen,v0.10.0, , ,https://github.com/sfackler/rust-phf
312,unreachable,v1.0.0, , ,https://github.com/reem/rust-unreachable.git
313,ws2_32-sys,v0.2.1, ,https://retep998.github.io/doc/ws2_32/,https://github.com/retep998/winapi-rs
314,clang-sys,v1.3.0, ,https://docs.rs/clang-sys,https://github.com/KyleMayes/clang-sys
315,difference,v2.0.0, ,https://johannhof.github.io/difference.rs/difference/index.html,https://github.com/johannhof/difference.rs
316,serde_cbor,v0.11.2, , ,https://github.com/pyfisch/cbor
317,pest_derive,v2.1.0,https://pest-parser.github.io/,https://docs.rs/pest,https://github.com/pest-parser/pest
318,cloudabi,v0.1.0,https://cloudabi.org/,https://docs.rs/cloudabi/,https://github.com/nuxinl/cloudabi
319,prost-derive,v0.9.0, ,https://docs.rs/prost-derive,https://github.com/tokio-rs/prost
320,prost,v0.9.0, ,https://docs.rs/prost,https://github.com/tokio-rs/prost
321,colored,v2.0.0,https://github.com/mackwic/colored, ,https://github.com/mackwic/colored
322,matchers,v0.1.0,https://github.com/hawkw/matchers,https://docs.rs/matchers/,https://github.com/hawkw/matchers
323,fxhash,v0.2.1, ,https://docs.rs/fxhash,https://github.com/cbreeden/fxhash
324,tracing-log,v0.1.2,https://tokio.rs/, ,https://github.com/tokio-rs/tracing
325,cexpr,v0.6.0, ,https://docs.rs/cexpr/,https://github.com/jethrogb/rust-cexpr
326,bitvec,v0.22.3,https://bitvecto-rs.github.io/bitvec,https://docs.rs/bitvec/latest/bitvec,https://github.com/bitvecto-rs/bitvec
327,tempdir,v0.3.7,https://github.com/rust-lang/tempdir,https://doc.rust-lang.org/tempdir,https://github.com/rust-lang/tempdir
328,redox_users,v0.4.0, ,https://docs.rs/redox_users,https://gitlab.redox-os.org/redox-os/users
329,md5,v0.7.0,https://github.com/stainless-steel/md5,https://docs.rs/md5,https://github.com/stainless-steel/md5
330,multimap,v0.8.3, ,https://docs.rs/multimap/,https://github.com/havarnov/multimap
331,globset,v0.4.8,https://github.com/BurntSushi/ripgrep/tree/master/crates/globset,https://docs.rs/globset,https://github.com/BurntSushi/ripgrep/tree/master/crates/globset
332,futures-cpupool,v0.1.8,https://github.com/alexcrichton/futures-rs,https://docs.rs/futures-cpupool,https://github.com/alexcrichton/futures-rs
333,prost-types,v0.9.0, ,https://docs.rs/prost-types,https://github.com/tokio-rs/prost
334,tar,v0.4.38,https://github.com/alexcrichton/tar-rs,https://docs.rs/tar,https://github.com/alexcrichton/tar-rs
335,ucd-util,v0.1.8,https://github.com/BurntSushi/ucd-generate,https://docs.rs/ucd-util,https://github.com/BurntSushi/ucd-generate
336,threadpool,v1.8.1,https://github.com/rust-threadpool/rust-threadpool,https://docs.rs/threadpool,https://github.com/rust-threadpool/rust-threadpool
337,tokio-tls,v0.3.1,https://tokio.rs/,https://docs.rs/tokio-tls/0.3.1/tokio_tls/,https://github.com/tokio-rs/tokio
338,pest_generator,v2.1.3,https://pest-parser.github.io/,https://docs.rs/pest,https://github.com/pest-parser/pest
339,pest_meta,v2.1.3,https://pest-parser.github.io/,https://docs.rs/pest,https://github.com/pest-parser/pest
340,cast,v0.3.0, ,https://docs.rs/cast,https://github.com/japaric/cast.rs
341,utf-8,v0.7.6, , ,https://github.com/SimonSapin/rust-utf8
342,match_cfg,v0.1.0,https://github.com/gnzlbg/match_cfg,https://docs.rs/match_cfg,https://github.com/gnzlbg/match_cfg
343,cmake,v0.1.48,https://github.com/alexcrichton/cmake-rs,https://docs.rs/cmake,https://github.com/alexcrichton/cmake-rs
344,criterion,v0.3.5,https://bheisler.github.io/criterion.rs/book/index.html, ,https://github.com/bheisler/criterion.rs
345,tokio-udp,v0.1.6,https://tokio.rs/,https://docs.rs/tokio-udp/0.1.6/tokio_udp,https://github.com/tokio-rs/tokio
346,tokio-codec,v0.1.2,https://tokio.rs/,https://docs.rs/tokio-codec/0.1.2/tokio_codec,https://github.com/tokio-rs/tokio
347,lru-cache,v0.1.2,https://github.com/contain-rs/lru-cache,https://contain-rs.github.io/lru-cache/lru_cache,https://github.com/contain-rs/lru-cache
348,peeking_take_while,v1.0.0, , ,https://github.com/fitzgen/peeking_take_while
349,fuchsia-zircon,v0.3.3, , ,https://fuchsia.googlesource.com/garnet/
350,fuchsia-zircon-sys,v0.3.3, , ,https://fuchsia.googlesource.com/garnet/
351,radium,v0.7.0,https://github.com/bitvecto-rs/radium,https://docs.rs/radium,https://github.com/bitvecto-rs/radium
352,cargo_metadata,v0.14.1, , ,https://github.com/oli-obk/cargo_metadata
353,tracing-serde,v0.1.2,https://tokio.rs/, ,https://github.com/tokio-rs/tracing
354,tokio-fs,v0.1.7,https://tokio.rs/,https://docs.rs/tokio-fs/0.1.7/tokio_fs,https://github.com/tokio-rs/tokio
355,string,v0.3.0,https://github.com/carllerche/string,https://docs.rs/string/0.3.0/string/,https://github.com/carllerche/string
356,criterion-plot,v0.4.4, , ,https://github.com/bheisler/criterion.rs
357,getopts,v0.2.21,https://github.com/rust-lang/getopts,https://doc.rust-lang.org/getopts,https://github.com/rust-lang/getopts
358,tokio-uds,v0.2.7,https://github.com/tokio-rs/tokio,https://docs.rs/tokio-uds/0.2.7/tokio_uds/,https://github.com/tokio-rs/tokio
359,fs2,v0.4.3, ,https://docs.rs/fs2,https://github.com/danburkert/fs2-rs
360,tinytemplate,v1.2.1, , ,https://github.com/bheisler/TinyTemplate
361,prost-build,v0.9.0, ,https://docs.rs/prost-build,https://github.com/tokio-rs/prost
362,approx,v0.5.0,https://github.com/brendanzab/approx,https://docs.rs/approx,https://github.com/brendanzab/approx
363,tokio-stream,v0.1.8,https://tokio.rs/,https://docs.rs/tokio-stream/0.1.8/tokio_stream,https://github.com/tokio-rs/tokio
364,libgit2-sys,v0.12.26+1.3.0, , ,https://github.com/rust-lang/git2-rs
365,git2,v0.13.25, ,https://docs.rs/git2,https://github.com/rust-lang/git2-rs
366,tokio-native-tls,v0.3.0,https://tokio.rs/,https://docs.rs/tokio-native-tls,https://github.com/tokio-rs/tls
367,hyper-rustls,v0.23.0,https://github.com/ctz/hyper-rustls, ,https://github.com/ctz/hyper-rustls
368,num-derive,v0.3.3,https://github.com/rust-num/num-derive,https://docs.rs/num-derive,https://github.com/rust-num/num-derive
369,bit-set,v0.5.2,https://github.com/contain-rs/bit-set,https://contain-rs.github.io/bit-set/bit_set,https://github.com/contain-rs/bit-set
370,pretty_assertions,v1.0.0, ,https://docs.rs/pretty_assertions,https://github.com/colin-kiegel/rust-pretty-assertions
371,data-encoding,v2.3.2, ,https://docs.rs/data-encoding,https://github.com/ia0/data-encoding
372,memmap,v0.7.0, ,https://docs.rs/memmap,https://github.com/danburkert/memmap-rs
373,pulldown-cmark,v0.9.0, , ,https://github.com/raphlinus/pulldown-cmark
374,fuchsia-cprng,v0.1.1, , ,https://fuchsia.googlesource.com/fuchsia/+/master/garnet/public/rust/fuchsia-cprng
375,async-stream-impl,v0.3.2,https://github.com/tokio-rs/async-stream,https://docs.rs/async-stream-impl,https://github.com/tokio-rs/async-stream
376,async-stream,v0.3.2,https://github.com/tokio-rs/async-stream,https://docs.rs/async-stream,https://github.com/tokio-rs/async-stream
377,dirs-sys-next,v0.1.2, , ,https://github.com/xdg-rs/dirs/tree/master/dirs-sys
378,vsdb,v0.11.8,https://github.com/ccmlm/vsdb, ,https://github.com/ccmlm/vsdb
379,crc,v2.1.0, ,https://docs.rs/crc,https://github.com/mrhooray/crc-rs.git
380,crunchy,v0.2.2, , , 
381,doc-comment,v0.3.3, ,http://docs.rs/crate/doc-comment,https://github.com/GuillaumeGomez/doc-comment
382,rdrand,v0.8.1, ,https://docs.rs/rdrand/0.8.1/,https://github.com/nagisa/rust_rdrand/
383,vsdb_derive,v0.1.1,https://github.com/ccmlm/vsdb_derive, ,https://github.com/ccmlm/vsdb_derive
384,vsdbsled,v0.34.7-patched,https://github.com/spacejam/sled,https://docs.rs/sled/,https://github.com/spacejam/sled
385,protobuf,v2.25.2,https://github.com/stepancheg/rust-protobuf/,https://github.com/stepancheg/rust-protobuf/blob/master/README.md,https://github.com/stepancheg/rust-protobuf/
386,rustversion,v1.0.6, ,https://docs.rs/rustversion,https://github.com/dtolnay/rustversion
387,unindent,v0.1.7, ,https://docs.rs/unindent,https://github.com/dtolnay/indoc
388,trust-dns-proto,v0.20.3,http://www.trust-dns.org/index.html,https://docs.rs/trust-dns-proto,https://github.com/bluejekyll/trust-dns
389,fallible-iterator,v0.2.0, , ,https://github.com/sfackler/rust-fallible-iterator
390,synom,v0.11.3, ,https://docs.rs/synom/,https://github.com/dtolnay/syn
391,paste-impl,v0.1.18, , ,https://github.com/dtolnay/paste
392,curl-sys,v0.4.52+curl-7.81.0, ,https://docs.rs/curl-sys,https://github.com/alexcrichton/curl-rust
393,xattr,v0.2.2, ,https://docs.rs/xattr,https://github.com/Stebalien/xattr
394,traitobject,v0.1.0, , ,https://github.com/reem/rust-traitobject.git
395,indoc,v1.0.3, ,https://docs.rs/indoc,https://github.com/dtolnay/indoc
396,dirs-next,v2.0.0, , ,https://github.com/xdg-rs/dirs
397,fastrand,v1.6.0,https://github.com/smol-rs/fastrand, ,https://github.com/smol-rs/fastrand
398,terminal_size,v0.1.17, ,http://eminence.github.io/terminal-size/doc/terminal_size/index.html,https://github.com/eminence/terminal-size
399,funty,v2.0.0, ,https://docs.rs/funty,https://github.com/myrrlyn/funty
400,aes,v0.7.5, ,https://docs.rs/aes,https://github.com/RustCrypto/block-ciphers
401,build_const,v0.2.2, ,https://docs.rs/build_const,https://github.com/vitiral/build_const
402,oorandom,v11.1.3, , ,https://sr.ht/~icefox/oorandom/
403,cache-padded,v1.2.0,https://github.com/smol-rs/cache-padded, ,https://github.com/smol-rs/cache-padded
404,ntapi,v0.3.6, ,https://docs.rs/ntapi/*/x86_64-pc-windows-msvc/ntapi/,https://github.com/MSxDOS/ntapi
405,concurrent-queue,v1.2.2,https://github.com/stjepang/concurrent-queue,https://docs.rs/concurrent-queue,https://github.com/stjepang/concurrent-queue
406,trust-dns-resolver,v0.20.3,http://www.trust-dns.org/index.html,https://docs.rs/trust-dns-resolver,https://github.com/bluejekyll/trust-dns
407,parking,v2.0.0,https://github.com/stjepang/parking,https://docs.rs/parking,https://github.com/stjepang/parking
408,async-task,v4.0.3,https://github.com/stjepang/async-task,https://docs.rs/async-task,https://github.com/stjepang/async-task
409,quickcheck,v1.0.3,https://github.com/BurntSushi/quickcheck,https://docs.rs/quickcheck,https://github.com/BurntSushi/quickcheck
410,plotters,v0.3.1,https://plotters-rs.github.io/, ,https://github.com/38/plotters
411,curve25519-dalek,v3.2.0,https://dalek.rs/curve25519-dalek,https://docs.rs/curve25519-dalek,https://github.com/dalek-cryptography/curve25519-dalek
412,futures-lite,v1.12.0,https://github.com/smol-rs/futures-lite,https://docs.rs/futures-lite,https://github.com/smol-rs/futures-lite
413,diff,v0.1.12,https://github.com/utkarshkukreti/diff.rs,https://docs.rs/diff,https://github.com/utkarshkukreti/diff.rs
414,event-listener,v2.5.1,https://github.com/stjepang/event-listener,https://docs.rs/event-listener,https://github.com/stjepang/event-listener
415,serde_bytes,v0.11.5, ,https://docs.serde.rs/serde_bytes/,https://github.com/serde-rs/bytes
416,tungstenite,v0.16.0,https://github.com/snapview/tungstenite-rs,https://docs.rs/tungstenite/0.16.0,https://github.com/snapview/tungstenite-rs
417,combine,v4.6.2, ,https://docs.rs/combine,https://github.com/Marwes/combine
418,encode_unicode,v0.3.6, ,https://docs.rs/encode_unicode/,https://github.com/tormol/encode_unicode
419,resolv-conf,v0.7.0,http://github.com/tailhook/resolv-conf,https://docs.rs/resolv-conf/,http://github.com/tailhook/resolv-conf
420,zstd-sys,v1.6.2+zstd.1.5.1, , ,https://github.com/gyscos/zstd-rs
421,dashmap,v5.0.0,https://github.com/xacrimon/dashmap,https://docs.rs/dashmap,https://github.com/xacrimon/dashmap
422,string_cache,v0.8.2, ,https://docs.rs/string_cache/,https://github.com/servo/string-cache
423,thread-id,v4.0.0, ,https://docs.rs/thread-id,https://github.com/ruuda/thread-id
424,tap,v1.0.1,https://github.com/myrrlyn/tap,https://docs.rs/tap,https://github.com/myrrlyn/tap
425,waker-fn,v1.1.0,https://github.com/stjepang/waker-fn,https://docs.rs/waker-fn,https://github.com/stjepang/waker-fn
426,libm,v0.2.1, ,https://docs.rs/libm,https://github.com/rust-lang/libm
427,curl,v0.4.42,https://github.com/alexcrichton/curl-rust,https://docs.rs/curl,https://github.com/alexcrichton/curl-rust
428,wyz,v0.5.0,https://myrrlyn.net/crates/wyz,https://docs.rs/wyz,https://github.com/myrrlyn/wyz
429,blake2b_simd,v1.0.0, ,https://docs.rs/blake2b_simd,https://github.com/oconnor663/blake2_simd
430,async-channel,v1.6.1,https://github.com/smol-rs/async-channel,https://docs.rs/async-channel,https://github.com/smol-rs/async-channel
431,ignore,v0.4.18,https://github.com/BurntSushi/ripgrep/tree/master/crates/ignore,https://docs.rs/ignore,https://github.com/BurntSushi/ripgrep/tree/master/crates/ignore
432,zstd-safe,v4.1.3+zstd.1.5.1, , ,https://github.com/gyscos/zstd-rs
433,zstd,v0.9.2+zstd.1.5.1, ,https://docs.rs/zstd,https://github.com/gyscos/zstd-rs
434,wait-timeout,v0.2.0,https://github.com/alexcrichton/wait-timeout,https://docs.rs/wait-timeout,https://github.com/alexcrichton/wait-timeout
435,tiny-keccak,v2.0.2,https://github.com/debris/tiny-keccak, , 
436,zeroize_derive,v1.2.2, , ,https://github.com/RustCrypto/utils/tree/master/zeroize/derive
437,png,v0.17.2, , ,https://github.com/image-rs/image-png.git
438,deflate,v1.0.0,https://github.com/image-rs/deflate-rs,https://docs.rs/deflate/,https://github.com/image-rs/deflate-rs
439,twoway,v0.2.2, ,https://docs.rs/twoway/,https://github.com/bluss/twoway
440,handlebars,v4.2.0,https://github.com/sunng87/handlebars-rust,https://docs.rs/crate/handlebars/,https://github.com/sunng87/handlebars-rust
441,enum-as-inner,v0.3.3, ,https://docs.rs/enum-as-inner,https://github.com/bluejekyll/enum-as-inner
442,precomputed-hash,v0.1.1, , ,https://github.com/emilio/precomputed-hash
443,tower-layer,v0.3.1,https://github.com/tower-rs/tower,https://docs.rs/tower-layer/0.3.0-alpha.2,https://github.com/tower-rs/tower
444,sha3,v0.10.0, ,https://docs.rs/sha3,https://github.com/RustCrypto/hashes
445,prometheus,v0.13.0,https://github.com/tikv/rust-prometheus,https://docs.rs/prometheus,https://github.com/tikv/rust-prometheus
446,new_debug_unreachable,v1.0.4, ,https://docs.rs/new_debug_unreachable,https://github.com/mbrubeck/rust-debug-unreachable
447,pem,v1.0.2,https://github.com/jcreekmore/pem-rs.git,https://docs.rs/pem/,https://github.com/jcreekmore/pem-rs.git
448,async-std,v1.10.0,https://async.rs/,https://docs.rs/async-std,https://github.com/async-rs/async-std
449,tokio-buf,v0.1.1,https://tokio.rs/,https://docs.rs/tokio-buf/0.2.0-alpha.1/tokio_buf,https://github.com/tokio-rs/tokio
450,mio-extras,v2.0.6, ,https://docs.rs/mio-extras,https://github.com/dimbleby/mio-extras
451,md-5,v0.10.0, ,https://docs.rs/md-5,https://github.com/RustCrypto/hashes
452,image,v0.23.14,https://github.com/image-rs/image,https://docs.rs/image,https://github.com/image-rs/image
453,zip,v0.5.13, , ,https://github.com/zip-rs/zip.git
454,Inflector,v0.11.4,https://github.com/whatisinternet/inflector,https://docs.rs/Inflector,https://github.com/whatisinternet/inflector
455,aes-soft,v0.99.99, , ,https://github.com/RustCrypto/block-ciphers/tree/master/aes
456,c2-chacha,v0.3.3, ,https://docs.rs/c2-chacha,https://github.com/cryptocorrosion/cryptocorrosion
457,errno,v0.2.8, ,https://docs.rs/errno,https://github.com/lambda-fairy/rust-errno
458,futures-timer,v3.0.2,https://github.com/async-rs/futures-timer,https://docs.rs/futures-timer,https://github.com/async-rs/futures-timer
459,libssh2-sys,v0.2.23, ,https://docs.rs/libssh2-sys,https://github.com/alexcrichton/ssh2-rs
460,take_mut,v0.2.2,https://github.com/Sgeo/take_mut, ,https://github.com/Sgeo/take_mut
461,notify,v4.0.17,https://github.com/notify-rs/notify,https://docs.rs/notify,https://github.com/notify-rs/notify.git
462,number_prefix,v0.4.0, ,https://docs.rs/number_prefix,https://github.com/ogham/rust-number-prefix
463,input_buffer,v0.5.0,https://github.com/snapview/input_buffer,https://docs.rs/input_buffer/0.3.1,https://github.com/snapview/input_buffer
464,async-io,v1.6.0,https://github.com/smol-rs/async-io,https://docs.rs/async-io,https://github.com/smol-rs/async-io
465,keccak,v0.1.0, ,https://docs.rs/keccak,https://github.com/RustCrypto/sponges
466,tower,v0.4.11,https://github.com/tower-rs/tower,https://docs.rs/tower/0.4.11,https://github.com/tower-rs/tower
467,rand_xoshiro,v0.6.0,https://rust-random.github.io/book,https://docs.rs/rand_xoshiro,https://github.com/rust-random/rngs
468,ghost,v0.1.2, ,https://docs.rs/ghost,https://github.com/dtolnay/ghost
469,polling,v2.2.0,https://github.com/smol-rs/polling,https://docs.rs/polling,https://github.com/smol-rs/polling
470,publicsuffix,v2.1.1, ,https://docs.rs/publicsuffix,https://github.com/rushmorem/publicsuffix
471,inotify,v0.10.0, ,https://docs.rs/inotify,https://github.com/hannobraun/inotify
472,cipher,v0.3.0, ,https://docs.rs/cipher,https://github.com/RustCrypto/traits
473,blocking,v1.1.0,https://github.com/smol-rs/blocking,https://docs.rs/blocking,https://github.com/smol-rs/blocking
474,kv-log-macro,v1.0.7, ,https://docs.rs/kv-log-macro,https://github.com/yoshuawuyts/kv-log-macro
475,fs_extra,v1.2.0,https://github.com/webdesus/fs_extra,https://docs.rs/fs_extra,https://github.com/webdesus/fs_extra
476,inventory,v0.2.1, ,https://docs.rs/inventory,https://github.com/dtolnay/inventory
477,convert_case,v0.5.0, , ,https://github.com/rutrum/convert-case
478,slog,v2.7.0,https://github.com/slog-rs/slog,https://docs.rs/slog,https://github.com/slog-rs/slog
479,dotenv,v0.15.0,https://github.com/dotenv-rs/dotenv, ,https://github.com/dotenv-rs/dotenv
480,ascii,v1.0.0, ,https://docs.rs/ascii,https://github.com/tomprogrammer/rust-ascii
481,inventory-impl,v0.1.11, ,https://docs.rs/inventory,https://github.com/dtolnay/inventory
482,lru,v0.7.2,https://github.com/jeromefroe/lru-rs,https://docs.rs/lru/,https://github.com/jeromefroe/lru-rs.git
483,bytemuck,v1.7.3, , ,https://github.com/Lokathor/bytemuck
484,home,v0.5.3, ,https://docs.rs/home,https://github.com/brson/home
485,cookie_store,v0.15.1, ,https://docs.rs/cookie_store,https://github.com/pfernie/cookie_store
486,inotify-sys,v0.1.5, ,https://docs.rs/inotify-sys,https://github.com/hannobraun/inotify-sys
487,utf8parse,v0.2.0, ,https://docs.rs/utf8parse/,https://github.com/jwilm/vte
488,scoped_threadpool,v0.1.9, ,http://kimundi.github.io/scoped-threadpool-rs/scoped_threadpool/index.html,https://github.com/Kimundi/scoped-threadpool-rs
489,async-executor,v1.4.1,https://github.com/smol-rs/async-executor,https://docs.rs/async-executor,https://github.com/smol-rs/async-executor
490,headers,v0.3.5,https://hyper.rs/, ,https://github.com/hyperium/headers
491,aead,v0.4.3, ,https://docs.rs/aead,https://github.com/RustCrypto/traits
492,atomic-waker,v1.0.0,https://github.com/stjepang/atomic-waker,https://docs.rs/atomic-waker,https://github.com/stjepang/atomic-waker
493,rust-argon2,v1.0.0,https://github.com/sru-systems/rust-argon2,https://docs.sru-systems.com/rust-argon2/1.0.0/argon2/,https://github.com/sru-systems/rust-argon2
494,term_size,v0.3.2, ,https://docs.rs/term_size/,https://github.com/kbknapp/term_size-rs.git
495,indoc-impl,v0.3.6, ,https://docs.rs/indoc,https://github.com/dtolnay/indoc
496,termios,v0.3.3,https://github.com/dcuddeback/termios-rs,http://dcuddeback.github.io/termios-rs/termios/,https://github.com/dcuddeback/termios-rs
497,miniz-sys,v0.1.12, ,https://docs.rs/miniz-sys,https://github.com/alexcrichton/flate2-rs
498,async-mutex,v1.4.0,https://github.com/stjepang/async-lock,https://docs.rs/async-mutex,https://github.com/stjepang/async-lock
499,indicatif,v0.16.2, ,https://docs.rs/indicatif,https://github.com/mitsuhiko/indicatif
500,headers-core,v0.2.0,https://hyper.rs/, ,https://github.com/hyperium/headers
501,pyo3,v0.15.1,https://github.com/pyo3/pyo3,https://docs.rs/crate/pyo3/,https://github.com/pyo3/pyo3
502,actix-web,v3.3.3,https://actix.rs/, ,https://github.com/actix/actix-web.git
503,float-cmp,v0.9.0, ,https://docs.rs/float-cmp,https://github.com/mikedilger/float-cmp
504,actix-rt,v2.5.1,https://actix.rs/, ,https://github.com/actix/actix-net.git
505,typeable,v0.1.2, , ,https://github.com/reem/rust-typeable
506,config,v0.11.0,https://github.com/mehcode/config-rs, ,https://github.com/mehcode/config-rs
507,string_cache_codegen,v0.5.1, ,https://docs.rs/string_cache_codegen/,https://github.com/servo/string-cache
508,universal-hash,v0.4.1, ,https://docs.rs/universal-hash,https://github.com/RustCrypto/traits
509,tokio-tungstenite,v0.16.1,https://github.com/snapview/tokio-tungstenite,https://docs.rs/tokio-tungstenite/0.16.1,https://github.com/snapview/tokio-tungstenite
510,serde_test,v1.0.133,https://serde.rs/,https://docs.serde.rs/serde_test/,https://github.com/serde-rs/serde
511,actix-codec,v0.4.2, , ,https://github.com/actix/actix-net
512,ctrlc,v3.2.1,https://github.com/Detegr/rust-ctrlc,http://detegr.github.io/doc/ctrlc,https://github.com/Detegr/rust-ctrlc.git
513,actix-utils,v3.0.0, , ,https://github.com/actix/actix-net
514,widestring,v0.5.1, , ,https://github.com/starkat99/widestring-rs
515,color_quant,v1.1.0, , ,https://github.com/image-rs/color_quant.git
516,copyless,v0.1.5,https://github.com/kvark/copyless, ,https://github.com/kvark/copyless
517,libsqlite3-sys,v0.23.2, , ,https://github.com/jgallagher/rusqlite
518,rawpointer,v0.2.1, ,https://docs.rs/rawpointer/,https://github.com/bluss/rawpointer/
519,rustls-native-certs,v0.6.1,https://github.com/ctz/rustls-native-certs, ,https://github.com/ctz/rustls-native-certs
520,const-random-macro,v0.1.13, ,https://docs.rs/const-random,https://github.com/tkaitchuck/constrandom
521,const-random,v0.1.13, ,https://docs.rs/const-random,https://github.com/tkaitchuck/constrandom
522,try_from,v0.3.2, , ,https://github.com/derekjw/try_from
523,btm,v0.1.8,https://github.com/ccmlm/btm, ,https://github.com/ccmlm/btm.git
524,matrixmultiply,v0.3.2, ,https://docs.rs/matrixmultiply/,https://github.com/bluss/matrixmultiply/
525,polyval,v0.5.3, ,https://docs.rs/polyval,https://github.com/RustCrypto/universal-hashes
526,actix-http,v2.2.1,https://actix.rs/, ,https://github.com/actix/actix-web.git
527,aes-gcm,v0.9.4, ,https://docs.rs/aes-gcm,https://github.com/RustCrypto/AEADs
528,quick-xml,v0.22.0, ,https://docs.rs/quick-xml,https://github.com/tafia/quick-xml
